PASSENGERS,FREIGHT,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH,CLASS
4618.00,0.00,722.00,AA,American Airlines Inc.,American Airlines Inc.,11298,DFW,13502,MTJ,9,F
4619.00,0.00,1303.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,14100,PHL,11298,DFW,5,F
4619.00,0.00,1360.00,AA,American Airlines Inc.,American Airlines Inc.,14698,SBP,11298,DFW,1,F
4619.00,16.00,1368.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14747,SEA,11540,ELP,8,F
4621.00,1922.00,786.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14683,SAT,15016,STL,3,F
4622.00,0.00,1372.00,NK,Spirit Air Lines,Spirit Air Lines,11618,EWR,11298,DFW,6,F
4623.00,0.00,883.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12191,HOU,11292,DEN,3,F
4623.00,0.00,1121.00,NK,Spirit Air Lines,Spirit Air Lines,13303,MIA,11298,DFW,6,F
4624.00,6415.00,1103.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,13303,MIA,4,F
4625.00,0.00,667.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,15016,STL,4,F
4626.00,33381.00,919.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11066,CMH,11259,DAL,6,F
4627.00,0.00,731.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,10397,ATL,11298,DFW,8,F
4627.00,0.00,1069.00,NK,Spirit Air Lines,Spirit Air Lines,14683,SAT,12889,LAS,8,F
4628.00,0.00,1368.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,11540,ELP,14747,SEA,8,F
4629.00,0.00,102.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,15411,TYR,11298,DFW,8,F
4629.00,0.00,1105.00,NK,Spirit Air Lines,Spirit Air Lines,10423,AUS,11697,FLL,1,F
4629.00,21181.00,1214.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14869,SLC,12191,HOU,3,F
4630.00,0.00,253.00,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,10781,BTR,12266,IAH,9,F
4630.00,0.00,295.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,11298,DFW,12915,LCH,8,F
4630.00,0.00,528.00,MQ,Envoy Air,Envoy Air,11540,ELP,10423,AUS,9,F
4630.00,4.00,309.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,11298,DFW,13158,MAF,1,F
4631.00,0.00,551.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,11298,DFW,14674,SAF,3,F
4631.00,0.00,1090.00,NK,Spirit Air Lines,Spirit Air Lines,10423,AUS,12889,LAS,6,F
4631.00,10.00,931.00,AA,American Airlines Inc.,American Airlines Inc.,11986,GRR,11298,DFW,1,F
4631.00,178.00,383.00,MQ,Envoy Air,Envoy Air,11298,DFW,10781,BTR,1,F
4631.00,290.00,158.00,MQ,Envoy Air,Envoy Air,10136,ABI,11298,DFW,2,F
4631.00,2344.00,850.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11259,DAL,13342,MKE,8,F
4632.00,0.00,929.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,11298,DFW,15304,TPA,7,F
4632.00,0.00,1222.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12266,IAH,12889,LAS,10,F
4632.00,0.00,1504.00,NK,Spirit Air Lines,Spirit Air Lines,10423,AUS,11618,EWR,6,F
4632.00,346.00,781.00,UA,United Air Lines Inc.,United Air Lines Inc.,13871,OMA,12266,IAH,7,F
4633.00,0.00,929.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,15304,TPA,11298,DFW,5,F
4633.00,3402.00,715.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11540,ELP,12892,LAX,4,F
4634.00,88.00,383.00,OH,PSA Airlines Inc.,PSA Airlines Inc.,11298,DFW,10781,BTR,9,F
4635.00,40.00,444.00,MQ,Envoy Air,Envoy Air,10423,AUS,13495,MSY,4,F
4636.00,12070.00,1616.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14057,PDX,11298,DFW,10,F
4639.00,0.00,1310.00,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,13487,MSP,12206,HRL,3,F
4639.00,20271.00,715.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,12892,LAX,11540,ELP,8,F
4640.00,0.00,164.00,MQ,Envoy Air,Envoy Air,11298,DFW,11049,CLL,5,F
4640.00,0.00,1325.00,NK,Spirit Air Lines,Spirit Air Lines,14100,PHL,12266,IAH,5,F
4640.00,1610.00,1609.00,UA,United Air Lines Inc.,United Air Lines Inc.,12266,IAH,14893,SMF,4,F
4640.00,2902.00,570.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10599,BHM,12191,HOU,8,F
4642.00,320.00,1471.00,AA,American Airlines Inc.,American Airlines Inc.,10529,BDL,11298,DFW,5,F
4643.00,0.00,1075.00,NK,Spirit Air Lines,Spirit Air Lines,11433,DTW,12266,IAH,5,F
4644.00,0.00,192.00,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,14814,SHV,12266,IAH,5,F
4644.00,0.00,1041.00,AA,American Airlines Inc.,American Airlines Inc.,14683,SAT,13930,ORD,1,F
4645.00,0.00,731.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,11298,DFW,10397,ATL,6,F
4646.00,0.00,1188.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,11298,DFW,13891,ONT,6,F
4647.00,0.00,1145.00,NK,Spirit Air Lines,Spirit Air Lines,14683,SAT,11697,FLL,8,F
4649.00,0.00,731.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,10397,ATL,11298,DFW,6,F
4649.00,0.00,945.00,AA,American Airlines Inc.,American Airlines Inc.,14986,SRQ,11298,DFW,5,F
4649.00,13931.00,1052.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14492,RDU,11259,DAL,5,F
4651.00,0.00,756.00,MQ,Envoy Air,Envoy Air,10423,AUS,10693,BNA,6,F
4652.00,2001.00,1196.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,13891,ONT,10423,AUS,6,F
4653.00,0.00,1670.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14747,SEA,11259,DAL,9,F
4653.00,22800.00,1497.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,13796,OAK,5,F
4654.00,0.00,1389.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12953,LGA,11298,DFW,7,F
4655.00,0.00,539.00,MQ,Envoy Air,Envoy Air,13422,MOB,11298,DFW,9,F
4655.00,1645.00,919.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,12339,IND,3,F
4657.00,0.00,190.00,MQ,Envoy Air,Envoy Air,10423,AUS,11298,DFW,10,F
4657.00,0.00,1210.00,G4,Allegiant Air,Allegiant Air,13256,MFE,12889,LAS,10,F
4657.00,0.00,1608.00,UA,United Air Lines Inc.,United Air Lines Inc.,12266,IAH,14831,SJC,5,F
4657.00,1.00,737.00,AA,American Airlines Inc.,American Airlines Inc.,11298,DFW,11775,FSD,2,F
4658.00,1.00,383.00,OH,PSA Airlines Inc.,PSA Airlines Inc.,11298,DFW,10781,BTR,7,F
4659.00,186.00,383.00,MQ,Envoy Air,Envoy Air,11298,DFW,10781,BTR,2,F
4660.00,0.00,247.00,MQ,Envoy Air,Envoy Air,12191,HOU,11298,DFW,10,F
4662.00,0.00,192.00,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,12266,IAH,14814,SHV,9,F
4662.00,0.00,1235.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12889,LAS,12191,HOU,3,F
4662.00,3663.00,1211.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14683,SAT,12892,LAX,4,F
4664.00,9850.00,1481.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,14893,SMF,6,F
4665.00,0.00,190.00,OH,PSA Airlines Inc.,PSA Airlines Inc.,14814,SHV,11298,DFW,8,F
4665.00,0.00,429.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,13158,MAF,1,F
4665.00,0.00,710.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,11481,ECP,7,F
4665.00,4445.00,850.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,13342,MKE,11259,DAL,8,F
4666.00,0.00,1041.00,NK,Spirit Air Lines,Spirit Air Lines,14683,SAT,13204,MCO,4,F
4666.00,0.00,1416.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,12953,LGA,8,F
4667.00,0.00,862.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12266,IAH,11292,DEN,1,F
4668.00,465.00,977.00,AA,American Airlines Inc.,American Airlines Inc.,10423,AUS,13930,ORD,1,F
4669.00,0.00,1222.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12889,LAS,12266,IAH,3,F
4672.00,0.00,447.00,NK,Spirit Air Lines,Spirit Air Lines,13495,MSY,11298,DFW,7,F
4672.00,0.00,1430.00,AA,American Airlines Inc.,American Airlines Inc.,13476,MRY,11298,DFW,2,F
4673.00,0.00,429.00,UA,United Air Lines Inc.,United Air Lines Inc.,12266,IAH,13158,MAF,6,F
4674.00,0.00,1587.00,B6,JetBlue Airways,JetBlue Airways,12478,JFK,14683,SAT,3,F
4674.00,480.00,1715.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14057,PDX,10423,AUS,3,F
4674.00,21437.00,1616.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14057,PDX,11298,DFW,3,F
4675.00,0.00,201.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,12951,LFT,4,F
4675.00,0.00,488.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,12191,HOU,14193,PNS,5,F
4675.00,0.00,1242.00,NK,Spirit Air Lines,Spirit Air Lines,10423,AUS,12892,LAX,4,F
4676.00,656.00,1715.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14057,PDX,10423,AUS,5,F
4677.00,0.00,354.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,11140,CRP,11298,DFW,2,F
4677.00,0.00,1316.00,AA,American Airlines Inc.,American Airlines Inc.,14689,SBA,11298,DFW,1,F
4677.00,623.00,795.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,12889,LAS,13158,MAF,7,F
4677.00,7265.00,919.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11259,DAL,11066,CMH,4,F
4681.00,243.00,1129.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14683,SAT,14679,SAN,8,F
4683.00,0.00,1121.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,13303,MIA,1,F
4684.00,0.00,862.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12266,IAH,11292,DEN,2,F
4684.00,0.00,862.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12266,IAH,11292,DEN,6,F
4686.00,0.00,1400.00,NK,Spirit Air Lines,Spirit Air Lines,11618,EWR,12266,IAH,10,F
4686.00,558.00,586.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,13871,OMA,11259,DAL,6,F
4687.00,0.00,1217.00,NK,Spirit Air Lines,Spirit Air Lines,10821,BWI,11298,DFW,4,F
4687.00,149.00,1164.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,10423,AUS,14679,SAN,9,F
4687.00,428.00,1315.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,11278,DCA,5,F
4688.00,2279.00,986.00,UA,United Air Lines Inc.,United Air Lines Inc.,12266,IAH,11066,CMH,2,F
4689.00,0.00,374.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,12266,IAH,12992,LIT,10,F
4689.00,0.00,667.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,11540,ELP,2,F
4690.00,0.00,986.00,NK,Spirit Air Lines,Spirit Air Lines,11433,DTW,11298,DFW,5,F
4690.00,0.00,1121.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,13303,MIA,3,F
4690.00,6668.00,781.00,UA,United Air Lines Inc.,United Air Lines Inc.,12266,IAH,13871,OMA,7,F
4691.00,12760.00,1442.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14893,SMF,11259,DAL,5,F
4693.00,76.00,744.00,UA,United Air Lines Inc.,United Air Lines Inc.,10140,ABQ,12266,IAH,2,F
4694.00,0.00,695.00,MQ,Envoy Air,Envoy Air,10980,CHA,11298,DFW,1,F
4694.00,13105.00,1052.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14492,RDU,11259,DAL,9,F
4695.00,0.00,1105.00,NK,Spirit Air Lines,Spirit Air Lines,10423,AUS,11697,FLL,2,F
4695.00,4061.00,1774.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14747,SEA,14683,SAT,1,F
4697.00,0.00,1320.00,AA,American Airlines Inc.,American Airlines Inc.,11298,DFW,13486,MSO,6,F
4698.00,0.00,1145.00,NK,Spirit Air Lines,Spirit Air Lines,14683,SAT,11697,FLL,9,F
4699.00,0.00,1145.00,NK,Spirit Air Lines,Spirit Air Lines,11697,FLL,14683,SAT,10,F
4699.00,169.00,685.00,AA,American Airlines Inc.,American Airlines Inc.,11003,CID,11298,DFW,3,F
4702.00,0.00,1121.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,13303,MIA,8,F
4703.00,0.00,1009.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,14107,PHX,9,F
4703.00,0.00,1075.00,NK,Spirit Air Lines,Spirit Air Lines,12266,IAH,11433,DTW,6,F
4703.00,0.00,1608.00,UA,United Air Lines Inc.,United Air Lines Inc.,14831,SJC,12266,IAH,10,F
4704.00,16826.00,273.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,12206,HRL,9,F
4705.00,500.00,431.00,MQ,Envoy Air,Envoy Air,11298,DFW,13244,MEM,9,F
4706.00,0.00,643.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,13198,MCI,3,F
4706.00,0.00,986.00,NK,Spirit Air Lines,Spirit Air Lines,11433,DTW,11298,DFW,6,F
4706.00,8919.00,1642.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,13796,OAK,12191,HOU,4,F
4706.00,24293.00,1052.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11259,DAL,14492,RDU,9,F
4707.00,0.00,1235.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12191,HOU,12889,LAS,4,F
4708.00,0.00,1217.00,NK,Spirit Air Lines,Spirit Air Lines,10821,BWI,11298,DFW,5,F
4708.00,0.00,1368.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,11540,ELP,14747,SEA,6,F
4709.00,0.00,395.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,12266,IAH,13851,OKC,7,F
4710.00,0.00,1090.00,NK,Spirit Air Lines,Spirit Air Lines,10423,AUS,12889,LAS,4,F
4711.00,2084.00,224.00,MQ,Envoy Air,Envoy Air,11298,DFW,12266,IAH,8,F
4712.00,103.00,1430.00,AA,American Airlines Inc.,American Airlines Inc.,10423,AUS,14100,PHL,1,F
4712.00,2167.00,977.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,13930,ORD,7,F
4712.00,8713.00,1715.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,10423,AUS,14057,PDX,6,F
4712.00,22242.00,1621.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,12191,HOU,14831,SJC,6,F
4713.00,0.00,192.00,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,14814,SHV,12266,IAH,9,F
4713.00,0.00,528.00,MQ,Envoy Air,Envoy Air,10423,AUS,11540,ELP,10,F
4713.00,0.00,1562.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,10721,BOS,8,F
4714.00,0.00,1090.00,NK,Spirit Air Lines,Spirit Air Lines,10423,AUS,12889,LAS,7,F
4714.00,0.00,1211.00,NK,Spirit Air Lines,Spirit Air Lines,12892,LAX,14683,SAT,6,F
4714.00,0.00,1315.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,11278,DCA,7,F
4716.00,3060.00,850.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,13342,MKE,11259,DAL,3,F
4717.00,0.00,293.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,13377,MLU,11298,DFW,5,F
4717.00,47.00,563.00,UA,United Air Lines Inc.,United Air Lines Inc.,11540,ELP,11292,DEN,10,F
4720.00,31701.00,1211.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,12892,LAX,14683,SAT,4,F
4721.00,18295.00,423.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11259,DAL,13244,MEM,6,F
4722.00,0.00,312.00,AA,American Airlines Inc.,American Airlines Inc.,10279,AMA,11298,DFW,7,F
4723.00,72.00,945.00,AA,American Airlines Inc.,American Airlines Inc.,11298,DFW,14986,SRQ,3,F
4724.00,0.00,685.00,AA,American Airlines Inc.,American Airlines Inc.,11003,CID,11298,DFW,4,F
4727.00,2014.00,1481.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14893,SMF,10423,AUS,10,F
4729.00,0.00,862.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,11292,DEN,12266,IAH,2,F
4729.00,0.00,1464.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,11298,DFW,14771,SFO,8,F
4730.00,0.00,945.00,AA,American Airlines Inc.,American Airlines Inc.,14986,SRQ,11298,DFW,6,F
4730.00,1.00,190.00,OH,PSA Airlines Inc.,PSA Airlines Inc.,14814,SHV,11298,DFW,3,F
4731.00,0.00,489.00,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,12266,IAH,14193,PNS,10,F
4731.00,0.00,1320.00,AA,American Airlines Inc.,American Airlines Inc.,13486,MSO,11298,DFW,10,F
4737.00,0.00,986.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,11433,DTW,4,F
4737.00,0.00,1303.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,14100,PHL,11298,DFW,3,F
4737.00,0.00,1471.00,AA,American Airlines Inc.,American Airlines Inc.,10529,BDL,11298,DFW,3,F
4737.00,103.00,490.00,MQ,Envoy Air,Envoy Air,11298,DFW,11111,COU,4,F
4738.00,0.00,1372.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,11618,EWR,6,F
4738.00,3851.00,1103.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,13303,MIA,7,F
4738.00,10509.00,273.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,12206,HRL,7,F
4739.00,57.00,247.00,MQ,Envoy Air,Envoy Air,11298,DFW,12191,HOU,10,F
4740.00,0.00,192.00,C5,CommuteAir LLC dba CommuteAir,CommuteAir LLC dba CommuteAir,12266,IAH,14814,SHV,7,F
4740.00,0.00,1360.00,AA,American Airlines Inc.,American Airlines Inc.,14698,SBP,11298,DFW,2,F
4740.00,1150.00,977.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10994,CHS,11259,DAL,7,F
4741.00,0.00,1416.00,NK,Spirit Air Lines,Spirit Air Lines,12953,LGA,12266,IAH,1,F
4742.00,0.00,374.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,12992,LIT,12266,IAH,10,F
4743.00,0.00,396.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,11298,DFW,13061,LRD,5,F
4744.00,0.00,797.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,11298,DFW,13232,MDW,1,F
4744.00,0.00,925.00,AA,American Airlines Inc.,American Airlines Inc.,11298,DFW,14685,SAV,8,F
4744.00,487.00,1368.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,11540,ELP,14747,SEA,5,F
4745.00,0.00,1041.00,NK,Spirit Air Lines,Spirit Air Lines,14683,SAT,13204,MCO,10,F
4746.00,0.00,1389.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,12953,LGA,3,F
4747.00,0.00,1210.00,G4,Allegiant Air,Allegiant Air,12889,LAS,13256,MFE,7,F
4748.00,0.00,1389.00,NK,Spirit Air Lines,Spirit Air Lines,12953,LGA,11298,DFW,1,F
4749.00,0.00,1390.00,AA,American Airlines Inc.,American Airlines Inc.,11648,FCA,11298,DFW,6,F
4749.00,1092.00,347.00,AA,American Airlines Inc.,American Airlines Inc.,11540,ELP,14107,PHX,2,F
4749.00,3210.00,1060.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11259,DAL,14122,PIT,8,F
4750.00,0.00,461.00,MQ,Envoy Air,Envoy Air,12206,HRL,11298,DFW,1,F
4750.00,273.00,1315.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,11278,DCA,10,F
4750.00,587.00,1430.00,AA,American Airlines Inc.,American Airlines Inc.,14100,PHL,10423,AUS,2,F
4754.00,0.00,1217.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,10821,BWI,7,F
4754.00,3224.00,964.00,AA,American Airlines Inc.,American Airlines Inc.,12266,IAH,13303,MIA,1,F
4755.00,0.00,715.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,12892,LAX,11540,ELP,10,F
4755.00,0.00,964.00,NK,Spirit Air Lines,Spirit Air Lines,12266,IAH,13303,MIA,1,F
4757.00,1398.00,586.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,13871,OMA,11259,DAL,7,F
4758.00,647.00,1143.00,AA,American Airlines Inc.,American Airlines Inc.,14683,SAT,13303,MIA,8,F
4759.00,0.00,868.00,NK,Spirit Air Lines,Spirit Air Lines,11298,DFW,14107,PHX,6,F
4759.00,10000.00,1442.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14893,SMF,11259,DAL,4,F
4760.00,5.00,1075.00,UA,United Air Lines Inc.,United Air Lines Inc.,11433,DTW,12266,IAH,9,F
4761.00,0.00,1069.00,NK,Spirit Air Lines,Spirit Air Lines,12889,LAS,14683,SAT,5,F
4761.00,0.00,1222.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12889,LAS,12266,IAH,6,F
4761.00,2615.00,1481.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14893,SMF,10423,AUS,3,F
4761.00,3592.00,919.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11259,DAL,11066,CMH,5,F
4762.00,118.00,539.00,MQ,Envoy Air,Envoy Air,11298,DFW,13422,MOB,2,F
4763.00,0.00,227.00,MQ,Envoy Air,Envoy Air,11298,DFW,11778,FSM,7,F
4765.00,0.00,1163.00,AA,American Airlines Inc.,American Airlines Inc.,11298,DFW,10849,BZN,10,F
4765.00,0.00,1521.00,B6,JetBlue Airways,JetBlue Airways,12478,JFK,10423,AUS,6,F
4766.00,3560.00,977.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,10423,AUS,13930,ORD,4,F
4768.00,0.00,1417.00,B6,JetBlue Airways,JetBlue Airways,12266,IAH,12478,JFK,2,F
4768.00,489.00,158.00,MQ,Envoy Air,Envoy Air,11298,DFW,10136,ABI,1,F
4768.00,6306.00,715.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11540,ELP,12892,LAX,9,F
4769.00,171.00,1670.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,11259,DAL,14747,SEA,9,F
4771.00,0.00,316.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,13256,MFE,8,F
4771.00,0.00,1242.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,10423,AUS,12892,LAX,5,F
4772.00,0.00,444.00,MQ,Envoy Air,Envoy Air,10423,AUS,13495,MSY,5,F
4772.00,823.00,1715.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14057,PDX,10423,AUS,6,F
4772.00,7516.00,570.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,12191,HOU,10599,BHM,8,F
4773.00,521.00,786.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14683,SAT,15016,STL,7,F
4774.00,0.00,429.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,13158,MAF,12266,IAH,1,F
4774.00,0.00,468.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,13244,MEM,12266,IAH,7,F
4775.00,0.00,1471.00,AA,American Airlines Inc.,American Airlines Inc.,11298,DFW,10529,BDL,5,F
4776.00,6945.00,1621.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,14831,SJC,12191,HOU,8,F
4778.00,0.00,1195.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,14869,SLC,12266,IAH,3,F
4779.00,0.00,528.00,MQ,Envoy Air,Envoy Air,10423,AUS,11540,ELP,5,F
4779.00,0.00,1416.00,NK,Spirit Air Lines,Spirit Air Lines,12266,IAH,12953,LGA,10,F
4780.00,0.00,797.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,13232,MDW,11298,DFW,6,F
4780.00,0.00,964.00,NK,Spirit Air Lines,Spirit Air Lines,12266,IAH,13303,MIA,4,F
4780.00,0.00,1143.00,AA,American Airlines Inc.,American Airlines Inc.,14683,SAT,13303,MIA,5,F
4781.00,0.00,444.00,MQ,Envoy Air,Envoy Air,13495,MSY,10423,AUS,10,F
4781.00,0.00,689.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,12266,IAH,10397,ATL,6,F
4781.00,205.00,1715.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,14057,PDX,10423,AUS,8,F
4781.00,27334.00,919.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11066,CMH,11259,DAL,7,F
4782.00,6619.00,1609.00,UA,United Air Lines Inc.,United Air Lines Inc.,12266,IAH,14893,SMF,7,F
4783.00,0.00,431.00,MQ,Envoy Air,Envoy Air,13290,MHK,11298,DFW,4,F
4784.00,0.00,1205.00,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,14908,SNA,11298,DFW,10,F
4784.00,0.00,1368.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,11540,ELP,14747,SEA,7,F
4784.00,2079.00,850.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11259,DAL,13342,MKE,10,F
4786.00,0.00,674.00,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,11413,DRO,11298,DFW,7,F
4786.00,4487.00,563.00,WN,Southwest Airlines Co.,Southwest Airlines Co.,11292,DEN,11540,ELP,1,F
4787.00,0.00,722.00,AA,American Airlines Inc.,American Airlines Inc.,13502,MTJ,11298,DFW,10,F
4787.00,0.00,1210.00,G4,Allegiant Air,Allegiant Air,13256,MFE,12889,LAS,7,F
4787.00,751.00,1616.00,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,11298,DFW,14057,PDX,10,F
4788.00,0.00,922.00,AA,American Airlines Inc.,American Airlines Inc.,10868,CAE,11298,DFW,2,F
4790.00,0.00,191.00,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,12266,IAH,14683,SAT,1,F
4790.00,45.00,383.00,MQ,Envoy Air,Envoy Air,11298,DFW,10781,BTR,10,F
4790.00,268.00,468.00,UA,United Air Lines Inc.,United Air Lines Inc.,13244,MEM,12266,IAH,2,F
